experiment_dir,exp_name,task_type,model,dataset,config_seed,config_hash,markers,result_files,audit_status,notes
exp/mlp_cifar_scale_relu_w256_20260406_143904_9c715f39,mlp_cifar_scale_relu_w256,classification,BaselineMLP,cifar10,45,9c715f39319c48d8c1b0fa7e3d942a98e275896efa4a2cc8f1f3e19acc6f176c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w32_20260406_143821_7d4659ca,mlp_cifar_scale_relu_w32,classification,BaselineMLP,cifar10,1234,7d4659ca6528e3e0db7cf6defc382d9fdab42983d7c375018cccf359333d9099,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w32_20260406_143829_6a6cf5bb,mlp_cifar_scale_relu_w32,classification,BaselineMLP,cifar10,42,6a6cf5bb79c59716898618e27813da82018bfa6df5fa9c64c8c650b6c093b1ed,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w32_20260406_143927_31edfc91,mlp_cifar_scale_relu_w32,classification,BaselineMLP,cifar10,43,31edfc91d4b75f0350f127c1d79b60627ac81c46fd468fd4e133f4a7f96de41a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w32_20260406_143936_a1444d89,mlp_cifar_scale_relu_w32,classification,BaselineMLP,cifar10,44,a1444d8921878c0cef06e05b49bfc1f21039c0a3b325379d0fbec1d00b25342b,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w32_20260406_144127_da003243,mlp_cifar_scale_relu_w32,classification,BaselineMLP,cifar10,45,da0032438c720cc0aeb93db53d2cf92b6ad740cbfbee6778973f40a3c909a166,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w512_20260406_144334_acc8d498,mlp_cifar_scale_relu_w512,classification,BaselineMLP,cifar10,1234,acc8d498a74d35c68e7e18ab19b9764868220f63843d2fc19394771a3424943e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w512_20260406_144508_9bb98cc8,mlp_cifar_scale_relu_w512,classification,BaselineMLP,cifar10,42,9bb98cc8b6d1f5213d6903222fc9e8c7b2c9220ec50f202edff2b8db3b667e6a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w512_20260406_144557_af38424f,mlp_cifar_scale_relu_w512,classification,BaselineMLP,cifar10,43,af38424fe2dbd37e3fd60bc5e4c442c77d743687d185104fc071ea3cfd6214d0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w512_20260406_144600_372e0311,mlp_cifar_scale_relu_w512,classification,BaselineMLP,cifar10,44,372e0311ecb51a364deca62c3fa0806d2cb863beefcadd4b82a54d6f8f6f3a7c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w512_20260406_144607_8084337b,mlp_cifar_scale_relu_w512,classification,BaselineMLP,cifar10,45,8084337bd667e12744a46ae26b09139c11245ddedac1045783b0bcfef5c78a0c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w64_20260406_144614_9cef64c9,mlp_cifar_scale_relu_w64,classification,BaselineMLP,cifar10,42,9cef64c9886803aa62e8ac4dffba4ee366cd082421826b710d1de4d6d333c121,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w64_20260406_144614_c11282f5,mlp_cifar_scale_relu_w64,classification,BaselineMLP,cifar10,1234,c11282f51c48d08ffeb560b7988d7896951d5b6e6ca1eb16c7080f54c91341d1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w64_20260406_144615_35c8f838,mlp_cifar_scale_relu_w64,classification,BaselineMLP,cifar10,44,35c8f8386b071a81a9f7c8e76e17cf94dfc8c4db8b1e5292722bedd44cf97839,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w64_20260406_144615_68efbc3c,mlp_cifar_scale_relu_w64,classification,BaselineMLP,cifar10,43,68efbc3c675398c6b03ba1043c42553aaee1a87f2e775179d2aafef442cec931,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_cifar_scale_relu_w64_20260406_144615_f372d2b3,mlp_cifar_scale_relu_w64,classification,BaselineMLP,cifar10,45,f372d2b33309c82980fb60851ed8b3668a47d2ba882a8bf3033ec40cb3f896a2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_2arg_20260408_095129_35485110,mlp_diabetes_2arg,classification,XorNeuronMLP,diabetes,1234,354851100c92770068730a49076bd8fc7982c016359ac7f7de29624584730d99,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_2arg_20260408_095153_3afb69d4,mlp_diabetes_2arg,classification,XorNeuronMLP,diabetes,42,3afb69d40debf72c0e7ec8f5747be9e31e71822f140eab31f1bd177e3385d631,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_2arg_20260408_095153_69a8d94d,mlp_diabetes_2arg,classification,XorNeuronMLP,diabetes,43,69a8d94d5c871cb6aaff5fab5ddc83afc9e28844e4817f0ce6c618e39393b040,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_relu_20260408_095243_2a24d29c,mlp_diabetes_relu,classification,BaselineMLP,diabetes,1234,2a24d29ce92fa91d226eec8e043d0cddf877cee2150ef2e865a51f6f454fe468,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_relu_20260408_095300_05256dca,mlp_diabetes_relu,classification,BaselineMLP,diabetes,42,05256dca750468d13082ab18a82e0692db7743d8ab4e156fe062d49cbf0cb6f1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_diabetes_relu_20260408_095315_8d4a78bf,mlp_diabetes_relu,classification,BaselineMLP,diabetes,43,8d4a78bf2bc5eed68138937318268a0f15dba797b366d4226828f60c68df6565,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_fmnist_1arg_20260405_021813_fdc10284,mlp_fmnist_1arg,classification,XorNeuronMLP,fashionmnist,1234,fdc10284958c4ff62194c1a10b044da5284ad8731d191c88d0098ef10bb7d615,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_fmnist_1arg_20260405_075230_fdc10284,mlp_fmnist_1arg,classification,XorNeuronMLP,fashionmnist,1234,fdc10284958c4ff62194c1a10b044da5284ad8731d191c88d0098ef10bb7d615,,,incomplete,
exp/mlp_fmnist_2arg_20260405_021813_a99ca58a,mlp_fmnist_2arg,classification,XorNeuronMLP,fashionmnist,1234,a99ca58a9656bbd78ef340cdcfc6fc1ae22d8d28ad13c17eed9ffd371368822f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_fmnist_2arg_20260405_075238_a99ca58a,mlp_fmnist_2arg,classification,XorNeuronMLP,fashionmnist,1234,a99ca58a9656bbd78ef340cdcfc6fc1ae22d8d28ad13c17eed9ffd371368822f,,,incomplete,
exp/mlp_fmnist_relu_20260405_021836_5affaedf,mlp_fmnist_relu,classification,BaselineMLP,fashionmnist,1234,5affaedffde6527989a72fbde44b222c388a150c39f5a8aba7d585e0f36e1adc,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_fmnist_relu_20260405_075246_5affaedf,mlp_fmnist_relu,classification,BaselineMLP,fashionmnist,1234,5affaedffde6527989a72fbde44b222c388a150c39f5a8aba7d585e0f36e1adc,,,incomplete,
exp/mlp_housing_2arg_20260407_123532_456a08be,mlp_housing_2arg,classification,XorNeuronMLP,housing,42,456a08be49cfcd1545723c68b0c4bfc2d8372c0fbf4c8e7bdf0f6950d894b8c3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_2arg_20260407_123532_6ba2ad45,mlp_housing_2arg,classification,XorNeuronMLP,housing,44,6ba2ad4598e8b57a04f606411d2fed4a740f0f4d9e9c4ce34e99ddb0b16946be,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_2arg_20260407_123532_8bb39d65,mlp_housing_2arg,classification,XorNeuronMLP,housing,1234,8bb39d653285d8250ed8c9dfcf362226aadd6974dad58873171fc938027c5e8a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_2arg_20260407_123532_e6810803,mlp_housing_2arg,classification,XorNeuronMLP,housing,45,e681080362ddca7059c36617dcd3b36ae15bac402bfc733b9c1f69f82ea084c5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_2arg_20260407_123534_f0cf60fe,mlp_housing_2arg,classification,XorNeuronMLP,housing,43,f0cf60fe822465f879ac3246f3ebedca506118b5e5b27b614edcc1ca7b7bb2a0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_relu_20260407_123532_08211d16,mlp_housing_relu,classification,BaselineMLP,housing,1234,08211d16643fc9c5a9d8eace3503a40d3acc9f29684d414368b10340da01822c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_relu_20260407_123532_118744af,mlp_housing_relu,classification,BaselineMLP,housing,44,118744af4e4f8d411d9dc18acaecea8fdd5242c8e4822080a7069823fb8fa892,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_relu_20260407_123532_79cd1606,mlp_housing_relu,classification,BaselineMLP,housing,45,79cd160676158c291a4d49f7cfd093bf2e177b38e388a7e0f0997bbf2615ffbc,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_relu_20260407_123534_149e5bfd,mlp_housing_relu,classification,BaselineMLP,housing,43,149e5bfd6b8bc5a88fa5f3110fc29cd306ff774f146f1a7a9c5ce34b1d0eae45,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_relu_20260407_123534_2664d595,mlp_housing_relu,classification,BaselineMLP,housing,42,2664d595d8fea6de6db5352c9bb100de26cede32fa870fcee966312dce534342,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w120_20260408_062154_91c2d2bb,mlp_housing_scale_2arg_w120,classification,XorNeuronMLP,housing,1234,91c2d2bb084fcaa039c07d3b10e7c715dd68c67658d33a81cc0265208284774a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w120_20260408_062557_df73f9a0,mlp_housing_scale_2arg_w120,classification,XorNeuronMLP,housing,42,df73f9a0ab18d2eb22da5c34ce6cba8550411147d575a93ea5132a88f913e1b5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w120_20260408_062622_78e6e76f,mlp_housing_scale_2arg_w120,classification,XorNeuronMLP,housing,43,78e6e76f708909e176badb5a6143c6a45c441c763ab2c8efd2e9bf94e7f0d9b2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w256_20260408_062635_fad05aa2,mlp_housing_scale_2arg_w256,classification,XorNeuronMLP,housing,1234,fad05aa29f383b366b3af5621013ee02a9d78eb0c8916ee401ccbdd55d5e8957,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w256_20260408_062754_178f9409,mlp_housing_scale_2arg_w256,classification,XorNeuronMLP,housing,42,178f9409b32381582a7389895d65ed8e4bb4380af8a733e365385137ac1649bc,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w256_20260408_063022_1e2e7886,mlp_housing_scale_2arg_w256,classification,XorNeuronMLP,housing,43,1e2e78861c03a368b0e1d79bcaee5603e42a25b1ab678d09d0eb406e0b45c7ba,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w32_20260408_063153_39794c49,mlp_housing_scale_2arg_w32,classification,XorNeuronMLP,housing,1234,39794c49b4ebdebc85d696668f00374a5d5a3ff1a5c66c1747a553141d222754,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w32_20260408_063213_78355e55,mlp_housing_scale_2arg_w32,classification,XorNeuronMLP,housing,42,78355e553a6d28614720d3f2c139447360fe96e414c1489fad017723f7575834,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w32_20260408_063356_e6aa97c4,mlp_housing_scale_2arg_w32,classification,XorNeuronMLP,housing,43,e6aa97c4a6da8db5d08414bc94e9d0575902cd8afeb39ba0d0f24dcd25f4dec4,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w512_20260408_063425_a42ec681,mlp_housing_scale_2arg_w512,classification,XorNeuronMLP,housing,1234,a42ec681a2b3a5689ec7b9bc87f030e5ae881a7e9f0f14a8cf6a52669c0d8793,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w512_20260408_063552_dac2b86c,mlp_housing_scale_2arg_w512,classification,XorNeuronMLP,housing,42,dac2b86cdf09dee6f7a42c6d535a6655884c866bbe8d3c6fc4e73c66a7fef90f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w512_20260408_063827_4dec23a1,mlp_housing_scale_2arg_w512,classification,XorNeuronMLP,housing,43,4dec23a157abcebe1066f33ea85de04fe7dd5e3a4fe5bc9096ae2bb538460147,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w64_20260408_063837_7ee70a06,mlp_housing_scale_2arg_w64,classification,XorNeuronMLP,housing,1234,7ee70a061f4806fa367a7aa0c802a79c3774db50b1942a4ef3bb7a9c6b31b9f3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w64_20260408_063950_3a7ff54b,mlp_housing_scale_2arg_w64,classification,XorNeuronMLP,housing,42,3a7ff54b9fb4f6800cb9556a98db2bc148ab1dd01c0090148b0506ba8c076258,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_2arg_w64_20260408_064121_93ee55a6,mlp_housing_scale_2arg_w64,classification,XorNeuronMLP,housing,43,93ee55a63ebf67eb8838ee3353bdd8d2cd652f6bb35e9657dd674e62d779b5ec,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w120_20260408_064239_7ef687da,mlp_housing_scale_relu_w120,classification,BaselineMLP,housing,1234,7ef687da09ca8b235093d6d25d4fa541da835bb7eccef31f3ee572d26b29354f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w120_20260408_064350_0cebe842,mlp_housing_scale_relu_w120,classification,BaselineMLP,housing,42,0cebe8426eb885a7d561f70251f3cf8bc13a029dd572c063aecccc68e6448b99,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w120_20260408_064426_d054f5b5,mlp_housing_scale_relu_w120,classification,BaselineMLP,housing,43,d054f5b58fd3151bf67a217c08a7d84f5332cba90d9628a2763f43ad687e7716,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w256_20260408_064433_bfbb5e84,mlp_housing_scale_relu_w256,classification,BaselineMLP,housing,1234,bfbb5e84190dfc8b59ed3768eb4d7033abceadc0b45a26efd0ccf13a3c5aefa8,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w256_20260408_064445_0bc4c058,mlp_housing_scale_relu_w256,classification,BaselineMLP,housing,42,0bc4c058fc446754dd8941f54c9f1df1c1077eacb29ccbca2b55bd94ca087682,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w256_20260408_064551_1e68c30b,mlp_housing_scale_relu_w256,classification,BaselineMLP,housing,43,1e68c30b0a36aa3c8ba906c5eb950a41ffb267950d9b9a1b6ca183b16e01cd3d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w32_20260408_064627_940e9989,mlp_housing_scale_relu_w32,classification,BaselineMLP,housing,1234,940e99898877826d12b93c723ffb44017d7c32b516907c0d3a3edc724344cdc9,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w32_20260408_064712_5087d96c,mlp_housing_scale_relu_w32,classification,BaselineMLP,housing,42,5087d96c992dc227184f3243f514bcc846199c9b6dc7561ea5fb09de79ec3a81,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w32_20260408_064716_3fa732b2,mlp_housing_scale_relu_w32,classification,BaselineMLP,housing,43,3fa732b2e1c3ef5276a395754cd79b3a57df8771ef9732d8fab0e008a58a540f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w512_20260408_064735_07bd112b,mlp_housing_scale_relu_w512,classification,BaselineMLP,housing,1234,07bd112b91edfd34c5883c3b9c9c61d8d19d15afba1f246889369ffb7830319d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w512_20260408_064821_28af6c4a,mlp_housing_scale_relu_w512,classification,BaselineMLP,housing,42,28af6c4a371f395fd69a9d13b54b17f50c73d2a96de371c1fa697b08dac0da37,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w512_20260408_064840_6f96d59f,mlp_housing_scale_relu_w512,classification,BaselineMLP,housing,43,6f96d59fe25028894d352894b376f8023f31f37038dc88fd38d03a96adf44ec5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w64_20260408_065007_a7253f85,mlp_housing_scale_relu_w64,classification,BaselineMLP,housing,1234,a7253f85f73286254f6992878d0005f5ad2bd3a20b95c2e2d0bf866f3590f692,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w64_20260408_065016_f2230317,mlp_housing_scale_relu_w64,classification,BaselineMLP,housing,42,f223031704cf145b48c114216b805a2f7673c439224a2673cd0b223bf567cb10,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_housing_scale_relu_w64_20260408_065028_4155dc88,mlp_housing_scale_relu_w64,classification,BaselineMLP,housing,43,4155dc880c726192db20afebdc9cb074452a4db9c9beae95f8eb094e40093e33,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_1arg_20260301_150544_5ea9c242,mlp_mnist_1arg,classification,XorNeuronMLP,mnist,1234,5ea9c242ad4d24cd2b3bbe0cc194e56072335e895f3c0878be54b036df667bed,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_1arg_20260308_155822_db4c5dd7,mlp_mnist_1arg,classification,XorNeuronMLP,mnist,42,db4c5dd7a43ea95da18a3c6aaae5ce055250f2111a1a5812b87a27c64c3132fe,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_1arg_20260308_160523_7bc66fd4,mlp_mnist_1arg,classification,XorNeuronMLP,mnist,43,7bc66fd41d8f99776d95fb84425e0c8e9db69af1cbd0d7afe7693ee19ca4be7a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_1arg_20260308_161207_9755d632,mlp_mnist_1arg,classification,XorNeuronMLP,mnist,44,9755d63248a1904e05222b7e23fee9b0ae78af6a3550557e6a65911bfe1a1779,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_1arg_20260308_161851_95f840fb,mlp_mnist_1arg,classification,XorNeuronMLP,mnist,45,95f840fbfac7ef2d817d4ba771871c97f6040b63974e19f83a877233ab27ac9f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_2arg_20260301_145935_59238531,mlp_mnist_2arg,classification,XorNeuronMLP,mnist,1234,59238531380475a9dd81094b63d52528c50e6a32553a907ebe9cf79e5992af5d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_2arg_20260404_171825_120ecac2,mlp_mnist_2arg,classification,XorNeuronMLP,mnist,42,120ecac2d6f6d17d7a5dbc48c18106fcc00ef4ba879568f5a2d992c41908bf2f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_2arg_20260404_171825_8febdef1,mlp_mnist_2arg,classification,XorNeuronMLP,mnist,43,8febdef10448187a02ac4be213c5902cddeb8f82a7cc26a7bf4242a4fb571ff0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_2arg_20260404_171859_6ac46cf5,mlp_mnist_2arg,classification,XorNeuronMLP,mnist,44,6ac46cf51b80c5c66c1e22b70f2fab3946b930a3e570dd3a7b4d595827efb315,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_2arg_20260404_171903_94be12ab,mlp_mnist_2arg,classification,XorNeuronMLP,mnist,45,94be12abebf6257ef82372598a52e7405622e72359d7cd83aef717e3fa536828,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_2arg_20260407_132753_6f33266c,mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,1234,6f33266c7499796db2e6cdcdbb0939ad677bbaa9bdd45692ca927e8e1585de8a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_2arg_20260407_133749_02c10d31,mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,42,02c10d319aae6f5567a16006db5115f88a7465981c90fbfd309a8bb61b60bfe2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_2arg_20260407_134155_81c89ac6,mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,43,81c89ac63c3f254f0f631d3c067b8fa38d8567d0478c9e471ed7a02f2573cf63,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_2arg_20260407_135002_5c572a8c,mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,44,5c572a8ca1e573c9fd0f7ec454519ffc3f1499c6e62d53b07b96784a0662a2d9,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_2arg_20260407_135805_cc45b860,mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,45,cc45b860df64b1cb15ceee45100d25b19a85acc660774521d079745cf91a6096,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/mlp_mnist_big_relu_20260407_135926_9031eb6a,mlp_mnist_big_relu,classification,BaselineMLP,mnist,1234,9031eb6a3cae4911f09cf3a1da060b1eb592ef4d8bc891c36d4439f3c7afb5b8,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
